Blocktype	tnum	rt	color	per	Amb	RL_feedback	choice	dist	side	response
Learning	13.0	665.0	green	0.47	[0,1]	lose	Amb	norm	left	j
Learning	14.0	831.0	green	0.47	[0,1]	lose	Amb	norm	left	j
Learning	15.0	661.0	green	0.48	[0,1]	lose	Amb	norm	left	j
Learning	1.0	1809.0	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2.0	1103.0	red	0.41	[0,1]	lose	Amb	norm	right	f
Learning	3.0	1618.0	red	0.46	[0,1]	lose	Amb	norm	right	f
Learning	4.0	1083.0	red	0.55	[0,1]	lose	risk	norm	left	f
Learning	5.0	1052.0	red	0.5	[0,1]	lose	risk	norm	right	j
Learning	6.0	771.0	red	0.42	[0,1]	lose	Amb	norm	right	f
Learning	7.0	965.0	red	0.46	[0,1]	lose	risk	norm	right	j
Learning	8.0	1056.0	red	0.44	[0,1]	lose	risk	norm	right	j
Learning	9.0	830.0	red	0.42	[0,1]	lose	risk	norm	left	f
Learning	10.0	865.0	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	11.0	846.0	red	0.38	[0,1]	lose	risk	norm	right	j
Learning	12.0	840.0	red	0.36	[0,1]	lose	Amb	norm	left	j
Learning	13.0	951.0	red	0.37	[0,1]	lose	Amb	norm	right	f
Learning	14.0	879.0	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	15.0	1290.0	red	0.39	[0,1]	lose	Amb	norm	right	f
