Blocktype	tnum	rt	color	per	Amb	RL_feedback	choice	dist	side	response
Learning	13.0	857.0	red	0.36	[0,1]	lose	Amb	norm	left	j
Learning	14.0	583.0	red	0.38	[0,1]	lose	Amb	norm	left	j
Learning	15.0	884.0	red	0.45	[0,1]	lose	risk	norm	right	j
Learning	1.0	612.0	green	0.5	[0,1]	win	Amb	norm	left	j
Learning	2.0	591.0	green	0.57	[0,1]	win	Amb	norm	left	j
Learning	3.0	796.0	green	0.71	[0,1]	win	risk	norm	left	f
Learning	4.0	675.0	green	0.65	[0,1]	win	Amb	norm	left	j
Learning	5.0	557.0	green	0.66	[0,1]	win	Amb	norm	left	j
Learning	6.0	626.0	green	0.69	[0,1]	win	Amb	norm	left	j
Learning	7.0	532.0	green	0.79	[0,1]	win	risk	norm	left	f
Learning	8.0	847.0	green	0.76	[0,1]	win	risk	norm	right	j
Learning	9.0	1191.0	green	0.68	[0,1]	win	Amb	norm	left	j
Learning	10.0	633.0	green	0.68	[0,1]	win	Amb	norm	left	j
Learning	11.0	774.0	green	0.74	[0,1]	win	risk	norm	right	j
Learning	12.0	583.0	green	0.7	[0,1]	win	risk	norm	right	j
Learning	13.0	1047.0	green	0.65	[0,1]	win	Amb	norm	left	j
Learning	14.0	774.0	green	0.68	[0,1]	win	Amb	norm	right	f
Learning	15.0	527.0	green	0.68	[0,1]	win	Amb	norm	right	f
