Blocktype	tnum	rt	color	per	Amb	RL_feedback	choice	dist	side	response
Learning	13.0	784.0	blue	0.35	[0,1]	win	risk	norm	left	f
Learning	14.0	1070.0	blue	0.33	[0,1]	win	Amb	norm	left	j
Learning	15.0	1240.0	blue	0.35	[0,1]	win	risk	norm	right	j
Learning	1.0	2065.0	red	0.5	[0,1]	lose	risk	norm	left	f
Learning	2.0	1335.0	red	0.39	[0,1]	lose	risk	norm	right	j
Learning	3.0	834.0	red	0.23	[0,1]	lose	Amb	norm	left	j
Learning	4.0	1223.0	red	0.31	[0,1]	lose	risk	norm	right	j
Learning	5.0	864.0	red	0.28	[0,1]	lose	Amb	norm	right	f
Learning	6.0	1002.0	red	0.29	[0,1]	lose	Amb	norm	right	f
Learning	7.0	1385.0	red	0.3	[0,1]	lose	risk	norm	right	j
Learning	8.0	867.0	red	0.29	[0,1]	lose	Amb	norm	left	j
Learning	9.0	960.0	red	0.31	[0,1]	lose	Amb	norm	left	j
Learning	10.0	1311.0	red	0.33	[0,1]	lose	risk	norm	right	j
Learning	11.0	1390.0	red	0.3	[0,1]	lose	Amb	norm	left	j
Learning	12.0	1077.0	red	0.28	[0,1]	lose	Amb	norm	right	f
Learning	13.0	845.0	red	0.29	[0,1]	lose	Amb	norm	left	j
Learning	14.0	826.0	red	0.28	[0,1]	lose	Amb	norm	left	j
Learning	15.0	1037.0	red	0.3	[0,1]	lose	Amb	norm	left	j
