Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
645be801bbc3ef15f582b9d7,5f35f5ff98f31a23b4ff57c0,APPROVED,2023-05-10T18:52:56.968000Z,2023-05-10T19:16:06.227000Z,2023-05-10T19:16:07.392000,2023-05-10T19:16:07.280772Z,1390,CJ5RNK30,509,English,29,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645be803b34e693079586f9b,62e1e3f92efe886934aebdc4,APPROVED,2023-05-10T18:52:56.096000Z,2023-05-10T19:33:59.502000Z,2023-05-10T19:34:00.458000,2023-05-10T19:34:00.335532Z,2464,CJ5RNK30,952,English,46,Female,White,United States,United States,United States,English,No,Full-Time
645be8357222361a3a6ca5d6,60fdd6065200f6120a01fba5,APPROVED,2023-05-10T18:53:47.897000Z,2023-05-10T19:18:12.646000Z,2023-05-10T19:18:15.846000,2023-05-10T19:18:15.767105Z,1465,CJ5RNK30,1083,English,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645be83f821f9557cd860bb0,5f87dcb62285ab2277e2d15e,APPROVED,2023-05-10T18:53:54.761000Z,2023-05-10T19:08:37.980000Z,2023-05-10T19:08:38.936000,2023-05-10T19:08:38.794355Z,884,CJ5RNK30,568,English,30,Male,White,United States,United States,United States,English,No,Part-Time
645be843a340ff5e0c0325c9,55c4fc3dfdf99b559867a416,APPROVED,2023-05-10T18:54:02.170000Z,2023-05-10T19:34:47.070000Z,2023-05-10T19:34:47.958000,2023-05-10T19:34:47.840382Z,2445,C1ISGV6W,1905,English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645be9f50036a1ae6babc3d6,632651a9f1a00140dc2b9487,APPROVED,2023-05-10T19:01:12.674000Z,2023-05-10T19:57:23.002000Z,2023-05-10T19:57:23.784000,2023-05-10T19:57:23.658693Z,3371,C3E2LD8X,1076,English,78,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645bea099f3e2e7952d5b40c,5bca2688526bab000199550a,APPROVED,2023-05-10T19:07:35.441000Z,2023-05-10T19:33:33.815000Z,2023-05-11T15:53:14.165000,2023-05-10T19:33:34.949959Z,1559,5bca2688526bab000199550a,1410,"English, Arabic",36,Female,White,Iraq,United States,United States,DATA_EXPIRED,No,DATA_EXPIRED
645bea5d34fae3340147b500,622a02a1214562da8abfba19,RETURNED,2023-05-10T19:03:05.291000Z,2023-05-10T19:04:00.912000Z,,2023-05-10T19:04:01.633000Z,,NOCODE,1020,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645beaa79cecbfb4ecaa9836,5d46665905b29200188e52b4,APPROVED,2023-05-10T19:08:39.874000Z,2023-05-10T19:36:58.388000Z,2023-05-10T19:36:59.264000,2023-05-10T19:36:59.146589Z,1699,C1ISGV6W,771,English,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645beaaba69a49b78890e3b3,5df81cd72713055bdf02efd8,APPROVED,2023-05-10T19:06:34.148000Z,2023-05-10T19:33:22.089000Z,2023-05-10T19:33:25.427000,2023-05-10T19:33:25.298077Z,1608,CJ5RNK30,2403,English,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645cf324feafccbf44b7a338,6448c6682587eb998af5ef94,AWAITING REVIEW,2023-05-11T13:52:36.389000Z,2023-05-11T13:55:13.568000Z,,2023-05-11T13:55:14.550742Z,158,6448c6682587eb998af5ef94,8,English,52,Female,Black,United States,United States,United States,English,No,Full-Time
645cf350f502d5bef6c23133,63d7cb9668d2a544866a37a8,APPROVED,2023-05-11T13:55:23.922000Z,2023-05-11T14:12:34.486000Z,2023-05-11T14:12:35.351000,2023-05-11T14:12:35.233638Z,1031,CJ5RNK30,297,English,22,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
645cf451a463b929ec0d8fbb,62fff3a366f10202cc095b1e,APPROVED,2023-05-11T13:57:51.573000Z,2023-05-11T14:43:17.167000Z,2023-05-11T14:43:19.954000,2023-05-11T14:43:19.834309Z,2726,C3E2LD8X,453,"English, Spanish",32,Male,Other,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
645cf554662e359dd0577590,5dd35813794e103649612ffd,APPROVED,2023-05-11T14:02:01.185000Z,2023-05-11T14:29:42.834000Z,2023-05-11T14:29:45.323000,2023-05-11T14:29:45.213554Z,1662,C3E2LD8X,1711,English,55,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645cf60461922b2a6305f594,5f706a963b6ac2627a4bb3b5,APPROVED,2023-05-11T14:04:58.972000Z,2023-05-11T15:01:18.374000Z,2023-05-11T15:01:20.965000,2023-05-11T15:01:20.797383Z,3380,CJ5RNK30,1914,English,42,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645cf625ec56e23cfa673446,64467092479723cb7906e371,APPROVED,2023-05-11T14:05:30.139000Z,2023-05-11T14:52:19.579000Z,2023-05-11T14:52:20.822000,2023-05-11T14:52:20.678304Z,2810,C3E2LD8X,31,English,66,Female,Black,Ghana,United States,United States,English,Yes,Part-Time
645cf6463aeebe857431594b,5ed57ec8141d24118731f1bc,APPROVED,2023-05-11T14:07:14.592000Z,2023-05-11T14:30:00.038000Z,2023-05-11T19:20:59.873000,2023-05-11T14:30:01.640167Z,1366,NOCODE,1336,"Spanish, English",50,Female,White,Cuba,United States,United States,Spanish,No,Full-Time
645cf66baea0fddc3233539a,6110de9b4f5ac5a4399c7b46,APPROVED,2023-05-11T14:06:43.469000Z,2023-05-11T14:33:04.763000Z,2023-05-11T19:21:21.651000,2023-05-11T14:33:05.373926Z,1582,NOCODE,245,English,24,Female,White,United States,United States,United States,English,No,Full-Time
645cf6d74b2746923f2c8897,6286883dfdadd2d772aa2a72,APPROVED,2023-05-11T14:08:37.145000Z,2023-05-11T14:44:31.840000Z,2023-05-11T19:20:25.585000,2023-05-11T14:45:57.225079Z,2155,NOCODE,72,English,50,Male,White,United States,United States,United States,English,No,Part-Time
645cf7091ad8c89cd312d48c,63e52a02b954da8b899fa1a7,APPROVED,2023-05-11T14:10:46.197000Z,2023-05-11T14:28:30.720000Z,2023-05-11T14:28:33.117000,2023-05-11T14:28:32.964873Z,1065,CJ5RNK30,132,English,21,Male,White,United States,United States,United States,English,Yes,Full-Time
645cf759507b0ac5bde72c76,6267ec348d99cc16e7beb7f7,APPROVED,2023-05-11T14:10:38.397000Z,2023-05-11T14:38:24.188000Z,2023-05-11T14:38:25.463000,2023-05-11T14:38:25.359219Z,1666,C3E2LD8X,958,"English, Spanish",49,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645cf8c69302aac9e9f44ecd,5b98d9362cca9c0001de161f,APPROVED,2023-05-11T14:16:48.485000Z,2023-05-11T14:53:55.251000Z,2023-05-11T14:53:56.016000,2023-05-11T14:53:55.898051Z,2227,C3E2LD8X,2678,English,51,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645cf8e8e2f5bbdf1e3353a9,644a79f6959d5c79a6cd9e4f,APPROVED,2023-05-11T14:17:21.215000Z,2023-05-11T14:49:25.402000Z,2023-05-11T14:49:26.273000,2023-05-11T14:49:26.156923Z,1925,C3E2LD8X,2,English,48,Male,Black,Ghana,United States,United States,English,No,Full-Time
645cf8ee4be765601a6466e8,5e753094e8a6f10a9805ed9a,APPROVED,2023-05-11T14:17:25.360000Z,2023-05-11T14:43:07.325000Z,2023-05-11T14:43:09.686000,2023-05-11T14:43:09.555867Z,1542,CJ5RNK30,891,English,67,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645cf8f29fdeb96824315950,61fa94735719bc09cb834f49,APPROVED,2023-05-11T14:17:26.674000Z,2023-05-11T14:36:47.041000Z,2023-05-11T14:36:50.369000,2023-05-11T14:36:48.023018Z,1161,C3E2LD8X,843,English,39,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645cf937e65b57376efd88ea,627161ec9a2c16ab6496e364,APPROVED,2023-05-11T14:18:35.338000Z,2023-05-11T14:38:16.363000Z,2023-05-11T14:38:17.223000,2023-05-11T14:38:17.099160Z,1182,CJ5RNK30,493,English,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
645cf9af3e344f1b77fd88c6,5f8ac3760d1aa703601582ef,APPROVED,2023-05-11T14:20:57.758000Z,2023-05-11T14:43:47.995000Z,2023-05-11T14:43:48.769000,2023-05-11T14:43:48.625962Z,1371,C3E2LD8X,752,English,37,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
645cf9b3447d55cfd0d84a52,57e91ff08dcd2c00014bea18,APPROVED,2023-05-11T14:20:47.940000Z,2023-05-11T14:43:40.453000Z,2023-05-11T14:43:42.316000Z,2023-05-11T14:43:44.153355Z,1373,C3E2LD8X,3206,English,36,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645cf9c1adffe69e73ec35a6,6123cd56cca46279c39b2f2e,APPROVED,2023-05-11T14:21:04.428000Z,2023-05-11T14:38:04.465000Z,2023-05-11T14:38:05.363000,2023-05-11T14:38:05.236311Z,1021,C3E2LD8X,647,English,20,Male,Asian,United States,United States,United States,English,Yes,Other
645cf9dbfd2511b9124109fb,5c872cded9fe700001024123,APPROVED,2023-05-11T14:21:46.612000Z,2023-05-11T15:08:39.208000Z,2023-05-11T15:08:40.624000,2023-05-11T15:08:40.509150Z,2813,C3E2LD8X,2390,"English, Spanish",38,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645cf9f494d3e9c9cfec356b,5dd4189ef30aa640b4e9c094,APPROVED,2023-05-11T14:21:49.539000Z,2023-05-11T14:52:48.491000Z,2023-05-11T14:52:50.746000,2023-05-11T14:52:50.631592Z,1859,C1ISGV6W,3392,English,58,Male,Other,United States,United States,United States,English,No,Full-Time
645cf9f6521350583bd12599,62a33f5217536a32157d874e,APPROVED,2023-05-11T14:22:13.170000Z,2023-05-11T14:50:14.565000Z,2023-05-11T14:50:15.684000,2023-05-11T14:50:15.541733Z,1682,CJ5RNK30,561,English,32,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645cfa0f3355b2e66803e206,63bb0d793cee514d16b866ef,APPROVED,2023-05-11T14:22:18.053000Z,2023-05-11T14:50:14.226000Z,2023-05-11T14:50:15.157000,2023-05-11T14:50:15.047113Z,1677,CJ5RNK30,183,English,65,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645cfa23521350583bd125a0,610820f8cc357db69daa892a,APPROVED,2023-05-11T14:22:50.426000Z,2023-05-11T14:48:27.236000Z,2023-05-11T14:48:28.063000,2023-05-11T14:48:27.957641Z,1537,CJ5RNK30,1620,English,24,Female,White,United States,United States,United States,English,No,Part-Time
645cfa46da795c4670dfc86a,59c86f966a287600011c393e,APPROVED,2023-05-11T14:24:36.507000Z,2023-05-11T15:28:14.110000Z,2023-05-11T15:28:15.526000,2023-05-11T15:28:15.404399Z,3818,C3E2LD8X,2089,English,54,Male,Black,Jamaica,United States,United States,English,No,DATA_EXPIRED
645d1425d0612610798b9dae,60fce319094706567dd18681,APPROVED,2023-05-11T16:13:29.905000Z,2023-05-11T16:32:45.945000Z,2023-05-11T18:47:24.526000,2023-05-11T16:32:46.970325Z,1157,NOCODE,1193,English,22,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d1594be025d837b6ddd76,62fbc9730a4b70bcc1c942b3,APPROVED,2023-05-11T16:19:38.826000Z,2023-05-11T16:37:43.138000Z,2023-05-11T16:37:43.992000,2023-05-11T16:37:43.880189Z,1085,C1ISGV6W,338,English,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d15c7e5b1bff88de52f96,5e4aff604677340127c8514d,APPROVED,2023-05-11T16:20:29.648000Z,2023-05-11T16:39:27.656000Z,2023-05-11T16:39:33.277000,2023-05-11T16:39:30.121536Z,1139,C1ISGV6W,363,English,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d16c591e9b41aa392d2d2,5c5cd939a1ff0d0001176b6e,APPROVED,2023-05-11T16:24:55.109000Z,2023-05-11T16:42:46.849000Z,2023-05-11T16:42:48.638000,2023-05-11T16:42:48.526261Z,1072,C3E2LD8X,373,English,36,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
645d16e60f8cc05943402e43,5edbd29596e90d077aa16303,APPROVED,2023-05-11T16:25:16.933000Z,2023-05-11T16:47:41.445000Z,2023-05-11T16:47:43.106000,2023-05-11T16:47:42.985477Z,1345,C3E2LD8X,163,English,36,Female,White,United States,United States,United States,English,No,Full-Time
645d173317f11079b8b58c03,616da069522e6b8aa420a603,APPROVED,2023-05-11T16:26:43.040000Z,2023-05-11T16:53:41.112000Z,2023-05-11T16:54:04.645000Z,2023-05-11T16:54:37.267922Z,1619,CJ5RNK30,485,English,51,Female,White,United States,United States,United States,English,No,Full-Time
645d179497e9f25da8b58bf1,608c75be6bf5ca1f23ab35ad,APPROVED,2023-05-11T16:28:13.302000Z,2023-05-11T16:58:15.775000Z,2023-05-11T16:58:16.572000,2023-05-11T16:58:16.456553Z,1803,C3E2LD8X,1342,English,22,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d17c2accf142cbc96d05d,6413657d35d13ae4a6c8a26f,APPROVED,2023-05-11T16:28:59.968000Z,2023-05-11T16:42:11.217000Z,2023-05-11T16:42:12.580000,2023-05-11T16:42:12.458140Z,792,C1ISGV6W,87,English,27,Male,White,United States,United States,United States,English,No,Full-Time
645d18167432694a8484068e,6346c80dad82da684ce0a3df,APPROVED,2023-05-11T16:30:29.519000Z,2023-05-11T16:53:44.421000Z,2023-05-11T18:46:49.654000,2023-05-11T16:54:46.371776Z,1395,NOCODE,192,English,23,Female,Asian,United States,United States,United States,English,No,Full-Time
645d18945ddfe56aefbdc4e9,5ecff126aa853e08a8f95e5b,APPROVED,2023-05-11T16:32:29.971000Z,2023-05-11T17:45:51.082000Z,2023-05-11T18:45:54.436000,2023-05-11T17:45:54.493902Z,4402,NOCODE,1014,English,38,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
645d18a4afd24823f6b17892,5e19b2a5f495b423d71e00f5,APPROVED,2023-05-11T16:32:48.637000Z,2023-05-11T16:57:13.014000Z,2023-05-11T18:45:26.089000,2023-05-11T16:57:17.691987Z,1465,NOCODE,326,English,45,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d198103d4187805edb54f,5cd34d42fe890a00174debb5,APPROVED,2023-05-11T16:36:23.340000Z,2023-05-11T16:54:41.182000Z,2023-05-11T16:55:14.146000Z,2023-05-11T16:55:43.006333Z,1098,CJ5RNK30,1042,English,22,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d19cd26166bd5f2b1d943,54d2c4e2fdf99b2c319a8cf6,APPROVED,2023-05-11T16:37:43.776000Z,2023-05-11T17:29:05.300000Z,2023-05-11T17:29:07.436000,2023-05-11T17:29:07.122815Z,3082,CJ5RNK30,2283,English,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d1ac8b35707807e7bb4fd,569916e4b0e16500050131b4,APPROVED,2023-05-11T16:46:16.049000Z,2023-05-11T17:16:54.756000Z,2023-05-11T18:43:28.379000,2023-05-11T17:16:55.515647Z,1839,NOCODE,1740,English,64,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d1b06c056c0ce856dddcd,5c41fb6f848dbb000157e2e5,APPROVED,2023-05-11T16:42:52.287000Z,2023-05-11T17:04:17.935000Z,2023-05-11T17:04:18.800000,2023-05-11T17:04:18.690713Z,1286,CJ5RNK30,1421,English,43,Female,Black,United States,United States,United States,English,No,Full-Time
645d1b4347e3d8cb5c402e54,5ac50d5ea3ba7a0001b4a4be,APPROVED,2023-05-11T16:43:53.554000Z,2023-05-11T17:13:31.720000Z,2023-05-11T18:44:59.289000,2023-05-11T17:13:32.281186Z,1779,NOCODE,1350,English,76,Male,White,United States,United States,United States,English,No,Other
645d1b6115e64ce4c0716cfa,5f63aebda80cfc0db6982f74,APPROVED,2023-05-11T16:44:26.377000Z,2023-05-11T17:09:57.098000Z,2023-05-11T17:09:58.292000,2023-05-11T17:09:58.137761Z,1531,CJ5RNK30,73,English,23,Male,White,United States,United States,United States,English,No,Other
645d1b79385c2e1bc63d5abd,60f6ce6de6cf393bcde0c14d,APPROVED,2023-05-11T16:44:48.239000Z,2023-05-11T17:09:32.370000Z,2023-05-11T17:09:33.218000,2023-05-11T17:09:33.101238Z,1485,CJ5RNK30,1633,English,58,Female,White,United States,United States,United States,English,No,Full-Time
645d1b8e70037a0e7f71ee65,5c8198fcf29fd90001a2b9c9,APPROVED,2023-05-11T16:45:05.844000Z,2023-05-11T17:08:32.429000Z,2023-05-11T18:44:46.033000,2023-05-11T17:08:33.580295Z,1407,"I completed this study, but no completion code was given.",3273,English,64,Female,White,United States,United States,United States,English,No,Part-Time
645d1bc6302b782239edb552,62827896d034545333f4610c,APPROVED,2023-05-11T16:46:06.572000Z,2023-05-11T17:11:22.412000Z,2023-05-11T17:11:23.842000,2023-05-11T17:11:23.704224Z,1516,CJ5RNK30,924,English,56,Female,White,United States,United States,United States,English,No,Part-Time
645d1bce87809c2ec6482172,5db9e7ae0b530c03b47f6398,APPROVED,2023-05-11T16:46:13.145000Z,2023-05-11T17:17:38.621000Z,2023-05-11T18:44:28.227000,2023-05-11T17:17:42.731789Z,1886,NOCODE,84,English,24,Male,White,United States,United States,United States,English,No,Other
645d1bd49f9b9ae48d37c907,610ec37ea0648de28b37fb83,AWAITING REVIEW,2023-05-11T16:46:23.707000Z,2023-05-11T17:15:31.473000Z,,2023-05-11T17:15:32.163343Z,1748,https://p0axcjyaey.cognition.run/?PROLIFIC_PID=610ec37ea0648de28b37fb83&amp;STUDY_ID=645a46e7a4ece97df822c676&amp;SESSION_ID=645d1bd49f9b9ae48d37c907,1185,English,59,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d1c2c6e38b7b48fe52f5c,5cd1a619240bc80013310b4e,APPROVED,2023-05-11T16:47:46.890000Z,2023-05-11T17:11:40.186000Z,2023-05-11T17:11:40.954000,2023-05-11T17:11:40.849290Z,1434,C3E2LD8X,1926,English,49,Female,White,United States,United States,United States,English,No,Full-Time
645d1c3835d03c2d9af5949a,63eac31811a6da58d4f32d76,APPROVED,2023-05-11T16:47:57.474000Z,2023-05-11T17:09:04.684000Z,2023-05-11T17:09:05.715000,2023-05-11T17:09:05.599020Z,1268,CJ5RNK30,530,"English, Spanish",20,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
645d1c8867fee333061b1b48,63ff82a863b38f195a2f9ac9,APPROVED,2023-05-11T16:49:18.450000Z,2023-05-11T17:18:17.924000Z,2023-05-11T17:18:18.780000,2023-05-11T17:18:18.667923Z,1740,CJ5RNK30,36,English,52,Male,White,United States,United States,United States,English,No,Full-Time
645d1cb467295fb4b9228e30,5b68d45687af3100015849a9,APPROVED,2023-05-11T16:50:03.321000Z,2023-05-11T17:07:36.985000Z,2023-05-11T17:07:37.809000,2023-05-11T17:07:37.698724Z,1054,CJ5RNK30,2214,English,61,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
645d1d150edd02a411d71211,5f09f9a38bf3690ea1c20c96,APPROVED,2023-05-11T16:51:54.754000Z,2023-05-11T17:20:49.711000Z,2023-05-11T18:41:37.101000,2023-05-11T17:20:50.465323Z,1735,NOCODE,2335,English,55,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d1d681b45f9dbb2d7fd48,63d2797ee24c80630f3b67e1,APPROVED,2023-05-11T16:53:04.577000Z,2023-05-11T17:10:32.016000Z,2023-05-11T17:10:32.891000,2023-05-11T17:10:32.779845Z,1048,C3E2LD8X,232,English,44,Male,White,United States,United States,United States,English,No,Full-Time
645d1e607fa5aa8e42851f43,63a4a1d16970d438c0314bd9,APPROVED,2023-05-11T16:57:13.422000Z,2023-05-11T17:25:58.136000Z,2023-05-11T17:26:00.769000,2023-05-11T17:26:00.552730Z,1725,CJ5RNK30,140,English,65,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645d1e866dcd3a49b751ca3e,5fe0d610dd8cf1a331961cbe,APPROVED,2023-05-11T17:02:51.235000Z,2023-05-11T17:29:47.927000Z,2023-05-11T18:37:39.922000,2023-05-11T17:29:49.403204Z,1617,NOCODE,1194,English,38,Female,White,United States,United States,United States,English,No,Part-Time
645d1eb6f2ad8ec074d7fd14,63ed508fde849af6ba4b96e5,APPROVED,2023-05-11T16:58:35.860000Z,2023-05-11T17:28:49.401000Z,2023-05-11T17:28:50.869000,2023-05-11T17:28:50.755038Z,1814,CJ5RNK30,222,"English, French",55,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
645d1ec0ed96158b0db02031,5b0d1b8e444cef0001ca66ac,APPROVED,2023-05-11T16:58:52.656000Z,2023-05-11T17:21:07.523000Z,2023-05-11T17:21:11.067000,2023-05-11T17:21:10.931878Z,1335,C3E2LD8X,988,English,59,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645d1f0046a50ede1f1ca826,611688156f6d22853511ffb3,APPROVED,2023-05-11T16:59:53.131000Z,2023-05-11T17:15:00.668000Z,2023-05-11T17:15:03.955000,2023-05-11T17:15:03.803582Z,908,C3E2LD8X,2734,English,21,Male,White,United States,United States,United States,English,No,Part-Time
645d1f34a1292022b78332c5,60c52df5ae57d6d7918e76f0,APPROVED,2023-05-11T17:01:35.264000Z,2023-05-11T17:17:57.820000Z,2023-05-11T17:17:58.740000,2023-05-11T17:17:58.571179Z,983,CJ5RNK30,2269,English,22,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
645d1f3c472a1d4aaae52f88,63e3210e520942163bbbd6d5,APPROVED,2023-05-11T17:00:48.984000Z,2023-05-11T17:35:04.282000Z,2023-05-11T18:41:07.238000,2023-05-11T17:35:07.465654Z,2056,NOCODE,307,"English, Spanish",21,Male,White,Ecuador,United States,United States,Spanish,No,Unemployed (and job seeking)
645d1f4f90f247c3767dad6c,631634c04e43861585e07b87,APPROVED,2023-05-11T17:01:09.852000Z,2023-05-11T17:24:41.166000Z,2023-05-11T18:40:10.300000,2023-05-11T17:24:41.889419Z,1412,NOCODE,1087,English,46,Female,White,United States,United States,United States,English,No,Full-Time
645d1fa853916acd73d949fe,614a2938ccbb6e48eb2dcbd1,APPROVED,2023-05-11T17:10:49.201000Z,2023-05-11T17:53:25.335000Z,2023-05-11T17:53:27.236000,2023-05-11T17:53:27.093339Z,2557,C1ISGV6W,609,English,43,Male,Asian,India,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d3568a403e5f77b3486e0,5e987098f1bb6707dca13f5b,APPROVED,2023-05-11T18:35:27.169000Z,2023-05-11T18:57:31.315000Z,2023-05-11T18:57:32.090000,2023-05-11T18:57:31.973719Z,1325,C1ISGV6W,3025,"English, French",56,Female,White,United States,United States,United States,English,No,Full-Time
645d3623f422ccf560577a4d,5c7e764fa7432a00169e1499,APPROVED,2023-05-11T18:38:32.738000Z,2023-05-11T19:00:02.441000Z,2023-05-11T19:00:03.527000,2023-05-11T19:00:03.363204Z,1290,CJ5RNK30,111,English,44,Male,Black,United States,United States,United States,English,No,Full-Time
645d364ddd3e942054716cb2,5f1fec6a43c2810190bb090c,APPROVED,2023-05-11T18:39:16.783000Z,2023-05-11T19:21:11.278000Z,2023-05-11T19:21:12.126000,2023-05-11T19:21:12.008282Z,2515,CJ5RNK30,377,English,38,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d38a934bb7c55b0833292,5b6cd50f9ee1a50001c5f481,APPROVED,2023-05-11T18:49:13.905000Z,2023-05-11T19:21:41.745000Z,2023-05-11T19:21:42.650000,2023-05-11T19:21:42.512311Z,1948,CJ5RNK30,1816,English,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
645d390714c601dfad48215f,63b82398bbe6a599972413ad,APPROVED,2023-05-11T18:50:54.366000Z,2023-05-11T19:24:10.406000Z,2023-05-11T19:24:12.092000,2023-05-11T19:24:11.964291Z,1997,C3E2LD8X,492,English,45,Female,White,United States,United States,United States,English,No,Full-Time
645d3a68f77930506751ca64,558a035bfdf99b2d75651378,APPROVED,2023-05-11T18:56:43.658000Z,2023-05-11T19:29:01.539000Z,2023-05-11T19:29:02.372000,2023-05-11T19:29:02.225118Z,1938,C3E2LD8X,1064,English,48,Female,White,United States,United States,United States,English,No,Part-Time
645d3c8829b2204ca6228dec,5fea025ffeba314a5f1fbda8,APPROVED,2023-05-11T19:05:56.692000Z,2023-05-11T19:28:07.973000Z,2023-05-11T19:28:09.528000,2023-05-11T19:28:09.317701Z,1332,C3E2LD8X,490,"English, French",21,Male,White,United States,United States,United States,English,Yes,Part-Time
645d3da39462f086b67958e1,6108c7b7c66ae59abfe3a96d,APPROVED,2023-05-11T19:10:36.442000Z,2023-05-11T19:33:38.538000Z,2023-05-11T19:33:40.444000,2023-05-11T19:33:40.320136Z,1383,CJ5RNK30,12,English,20,Male,Mixed,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645d3dc4297e153902ab47eb,645bf81e7162b9ec4cb8aaf6,APPROVED,2023-05-11T19:11:11.426000Z,2023-05-11T19:36:46.332000Z,2023-05-11T19:36:48.435000,2023-05-11T19:36:48.310897Z,1535,C3E2LD8X,9,"English, Spanish",55,Female,White,United States,United States,United States,English,No,Full-Time
645d3e891536db8daa54de84,5d8793d36c53380015139da9,RETURNED,2023-05-11T19:14:31.666000Z,2023-05-11T19:37:24.202000Z,,2023-05-11T19:37:24.886000Z,,NOCODE,1715,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645d3fa258133be3003ed464,5dd00a19b51b3e103a6f50c8,APPROVED,2023-05-11T19:19:05.409000Z,2023-05-11T19:47:33.422000Z,2023-05-11T19:47:35.167000,2023-05-11T19:47:35.028650Z,1709,CJ5RNK30,1989,English,50,Female,White,United States,United States,United States,English,No,Other
645d3fb46932823260228e1c,5e816bdc285d3884d00d6dcb,APPROVED,2023-05-11T19:23:30.899000Z,2023-05-11T19:46:09.401000Z,2023-05-11T19:46:13.114000,2023-05-11T19:46:12.981434Z,1359,C1ISGV6W,1379,English,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645d3ff66b35666efdc1a377,5cdf2adac194e800187ad97a,APPROVED,2023-05-11T19:20:31.924000Z,2023-05-11T20:09:27.570000Z,2023-05-11T20:09:28.448000,2023-05-11T20:09:28.288748Z,2936,CJ5RNK30,1025,English,64,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
