Blocktype	tnum	rt	color	per	Amb	RL_feedback	choice	dist	side	response
Learning	14.0	805.0	green	0.39	[0,1]	win	risk	norm	right	j
Learning	15.0	731.0	green	0.35	[0,1]	win	Amb	norm	left	j
Learning	1.0	866.0	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	2.0	1169.0	blue	0.39	[0,1]	lose	Amb	norm	left	j
Learning	3.0	643.0	blue	0.42	[0,1]	lose	Amb	norm	left	j
Learning	4.0	777.0	blue	0.46	[0,1]	lose	Amb	norm	left	j
Learning	5.0	814.0	blue	0.56	[0,1]	lose	risk	norm	right	j
Learning	6.0	1046.0	blue	0.49	[0,1]	lose	Amb	norm	left	j
Learning	7.0	833.0	blue	0.54	[0,1]	lose	risk	norm	right	j
Learning	8.0	816.0	blue	0.54	[0,1]	lose	risk	norm	right	j
Learning	9.0	951.0	blue	0.5	[0,1]	lose	risk	norm	right	j
Learning	10.0	754.0	blue	0.46	[0,1]	lose	Amb	norm	left	j
Learning	11.0	958.0	blue	0.45	[0,1]	lose	Amb	norm	left	j
Learning	12.0	984.0	blue	0.48	[0,1]	lose	Amb	norm	right	f
Learning	13.0	830.0	blue	0.51	[0,1]	lose	risk	norm	left	f
Learning	14.0	775.0	blue	0.48	[0,1]	lose	Amb	norm	left	j
Learning	15.0	772.0	blue	0.49	[0,1]	lose	Amb	norm	right	f
