Blocktype	tnum	rt	color	per	Amb	RL_feedback	choice	dist	side	response
Learning	14.0	887.0	blue	0.39	[0,1]	win	risk	norm	right	j
Learning	15.0	922.0	blue	0.36	[0,1]	win	Amb	norm	left	j
Learning	1.0	861.0	green	0.5	[0,1]	win	risk	norm	left	f
Learning	2.0	660.0	green	0.4	[0,1]	win	risk	norm	right	j
Learning	3.0	768.0	green	0.24	[0,1]	win	Amb	norm	left	j
Learning	4.0	995.0	green	0.32	[0,1]	win	Amb	norm	right	f
Learning	5.0	588.0	green	0.45	[0,1]	win	risk	norm	right	j
Learning	6.0	775.0	green	0.37	[0,1]	win	Amb	norm	left	j
Learning	7.0	521.0	green	0.4	[0,1]	win	risk	norm	left	f
Learning	8.0	803.0	green	0.38	[0,1]	win	Amb	norm	right	f
Learning	9.0	771.0	green	0.38	[0,1]	win	Amb	norm	left	j
Learning	10.0	933.0	green	0.36	[0,1]	win	Amb	norm	left	j
Learning	11.0	779.0	green	0.37	[0,1]	win	Amb	norm	right	f
Learning	12.0	493.0	green	0.41	[0,1]	win	risk	norm	right	j
Learning	13.0	464.0	green	0.41	[0,1]	win	risk	norm	right	j
Learning	14.0	361.0	green	0.4	[0,1]	win	risk	norm	right	j
Learning	15.0	489.0	green	0.36	[0,1]	win	Amb	norm	right	f
