Blocktype	tnum	rt	color	per	Amb	RL_feedback	choice	dist	side	response
Learning	13.0	855.0	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	14.0	1254.0	blue	0.48	[0,1]	lose	Amb	norm	right	f
Learning	15.0	1118.0	blue	0.5	[0,1]	lose	risk	norm	left	f
Learning	1.0	2323.0	red	0.5	[0,1]	win	risk	norm	right	j
Learning	2.0	1082.0	red	0.4	[0,1]	win	Amb	norm	right	f
Learning	3.0	1396.0	red	0.47	[0,1]	win	Amb	norm	left	j
Learning	4.0	1000.0	red	0.55	[0,1]	win	risk	norm	left	f
Learning	5.0	882.0	red	0.49	[0,1]	win	Amb	norm	left	j
Learning	6.0	1899.0	red	0.5	[0,1]	win	risk	norm	left	f
Learning	7.0	1180.0	red	0.47	[0,1]	win	Amb	norm	right	f
Learning	8.0	1363.0	red	0.49	[0,1]	win	Amb	norm	left	j
Learning	9.0	973.0	red	0.51	[0,1]	win	risk	norm	left	f
Learning	10.0	932.0	red	0.51	[0,1]	win	risk	norm	left	f
Learning	11.0	1155.0	red	0.49	[0,1]	win	Amb	norm	right	f
Learning	12.0	1099.0	red	0.51	[0,1]	win	risk	norm	left	f
Learning	13.0	1334.0	red	0.49	[0,1]	win	Amb	norm	right	f
Learning	14.0	1268.0	red	0.51	[0,1]	win	risk	norm	left	f
Learning	15.0	1398.0	red	0.51	[0,1]	win	risk	norm	right	j
